"index","type","start","end","text"
"253","cue","00:12:25,411","00:12:27,705","<i>And it's the stress that we're under</i>
<i>that's frustrating me.</i>"
"254","cue","00:12:27,788","00:12:30,124","<i>I wanted to help you out.</i>
<i>There's no need--</i>"
"255","cue","00:12:30,207","00:12:33,335","<i>This is ""throw Chelsea under the bus,""</i>
<i>then I'm gonna throw you under.</i>"
"256","cue","00:12:33,419","00:12:36,505","<i>-So you better get ready.</i>
<i>-Go ahead. Please, do it.</i>"
"257","cue","00:12:38,924","00:12:40,301","<i>-Do it.</i>
<i>-It does not seem nice.</i>"
"258","cue","00:12:40,384","00:12:41,886","<i>It does not seem considerate.</i>"
"259","cue","00:12:42,470","00:12:45,723","<i>I understand the things, but you don't</i>
<i>have to, like, nitpick every little thing.</i>"
"260","cue","00:12:45,806","00:12:49,226","<i>I'm not nitpicking.</i>
<i>I'm telling you how you approach things.</i>"
"261","cue","00:12:49,310","00:12:50,978","<i>How you go after conversations.</i>"
"262","cue","00:12:51,061","00:12:53,230","<i>How you always wanna,</i>
<i>like, chase the fight.</i>"
"263","cue","00:12:53,314","00:12:56,358","<i>It always just feels like</i>
<i>everything's so confrontational, dude.</i>"
"264","cue","00:12:56,442","00:12:58,110","<i>Everything's so confrontational.</i>"
"265","cue","00:13:00,821","00:13:01,906","<i>I'm just direct.</i>"
"266","cue","00:13:02,406","00:13:06,118","<i>I'm just open. I don't like to, like,</i>
<i>keep things in and harbor it and, like…</i>"
"267","cue","00:13:06,202","00:13:07,953","<i>I-- I just don't do that.</i>"
"268","cue","00:13:08,037","00:13:10,831","<i>Big difference between being direct</i>
<i>and being confrontational, baby.</i>"
"269","cue","00:13:11,332","00:13:13,834","<i>""Do I look or do I sound okay?""</i>"
"270","cue","00:13:13,918","00:13:16,295","<i>Like, that's not being direct.</i>"
"271","cue","00:13:16,378","00:13:18,339","<i>-That's being confrontational.</i>
<i>-I just--</i>"
"272","cue","00:13:26,388","00:13:28,015","<i>[Kwame sighs]</i>"
"273","cue","00:13:29,725","00:13:30,559","<i>I'm trying.</i>"
"274","cue","00:13:31,560","00:13:33,562","<i>-I'm trying, dude.</i>
<i>-I know you are.</i>"
"275","cue","00:13:33,646","00:13:36,148","<i>There's no pocket of this moment</i>"
"276","cue","00:13:36,232","00:13:40,486","<i>in which I can, like, just go hide away</i>
<i>and have my little peace.</i>"
"277","cue","00:13:40,986","00:13:42,446","<i>There's no pockets for me.</i>"
"278","cue","00:13:43,072","00:13:43,906","<i>You have pockets.</i>"
"279","cue","00:13:43,989","00:13:46,575","<i>If you're stressed, you can hang with Mom.</i>
<i>That brings you back.</i>"
"280","cue","00:13:46,659","00:13:48,118","<i>You can go hang out with Rocky.</i>"
"281","cue","00:13:48,202","00:13:50,996","<i>All those things help you</i>
<i>get back to yourself.</i>"
"282","cue","00:13:51,497","00:13:54,208","<i>I have nothing here</i>
<i>that helps me get back to myself.</i>"
"283","cue","00:13:54,917","00:13:55,835","<i>Nothing.</i>"
"284","cue","00:13:55,918","00:13:58,379","<i>What, I'm gonna drive</i>
<i>to Portland for three hours,</i>"
